@relation MidiTracks

@attribute melody {YES,NO}
@attribute normalizedDuration numeric
@attribute numberOfNotes numeric
@attribute occupationRate numeric
@attribute polyphonyRate numeric
@attribute highestPith numeric
@attribute normHighestPitch numeric
@attribute lowestPitch numeric
@attribute normLowestPitch numeric
@attribute pitchMean numeric
@attribute normPitchMean numeric
@attribute pitchDeviation numeric
@attribute normPitchDeviation numeric
@attribute numberOfDifferentIntervals numeric
@attribute normNumberOfDifferentIntervals numeric
@attribute largestInterval numeric
@attribute normLargestInterval numeric
@attribute smallestInterval numeric
@attribute normSmallestInterval numeric
@attribute intervalMean numeric
@attribute normIntervalMean numeric
@attribute intervalMode numeric
@attribute normIntervalMode numeric
@attribute intervalDeviation numeric
@attribute normIntervalDeviation numeric
@attribute longestNote numeric
@attribute normLongestNote numeric
@attribute shortestNote numeric
@attribute normShortestNote numeric
@attribute durationMean numeric
@attribute normDurationMean numeric
@attribute durationDeviation numeric
@attribute normDurationDeviation numeric

@data
NO,0.982964,815,0.989305,0,91,0.837209,50,0.45283,75.1,0.725945,10.601415,1,40,1,24,1,-36,0,0.020885,0.54229,4,1,8.159094,0.585456,3695.833333,0.980012,41.666667,0.088785,696.974886,0.335394,650.463953,0.561923
NO,0.981261,231,0.99768,0.003504,67,0.27907,43,0.320755,55.111111,0.32292,7.101556,0.52554,16,0.076923,9,0.166667,-10,0.928571,-0.06087,0,-2,0.454545,3.277823,0.05258,1826.041667,0.460023,2.083333,0,456.613757,0.186726,323.867762,0.275837
NO,0.989779,1296,0.989335,0,56,0.023256,35,0.169811,44,0.098892,5.907622,0.363684,27,0.5,19,0.722222,-21,0.535714,0.012355,0.485713,0,0.636364,11.956414,1,171.875,0,114.583333,0.252336,154.71965,0,8.971343,0
NO,0.826803,764,0.900308,0,62,0.162791,48,0.415094,55,0.320679,3.224903,0,17,0.115385,12,0.333333,-14,0.785714,0.009174,0.464614,-3,0.363636,4.936416,0.233644,810.416667,0.177578,28.125,0.058411,222.930904,0.04219,152.900895,0.126077
NO,0.826803,764,0.900308,0,62,0.162791,48,0.415094,55,0.320679,3.224903,0,18,0.153846,12,0.333333,-11,0.892857,0.005242,0.438533,-7,0,5.020271,0.242798,810.416667,0.177578,28.125,0.058411,222.930904,0.04219,152.900895,0.126077
NO,0.981261,231,0.99768,0.003504,67,0.27907,43,0.320755,55.111111,0.32292,7.101556,0.52554,16,0.076923,9,0.166667,-10,0.928571,-0.06087,0,-2,0.454545,3.277823,0.05258,1826.041667,0.460023,2.083333,0,456.613757,0.186726,323.867762,0.275837
YES,0,256,0.90722,0,74,0.44186,59,0.622642,66.272727,0.547966,4.672763,0.19628,14,0,6,0,-8,1,0.031373,0.611859,-2,0.454545,2.79618,0,2190.625,0.561414,40.625,0.086449,500.407801,0.213814,400.491857,0.342957
NO,0.981261,231,0.99768,0.003504,67,0.27907,43,0.320755,55.111111,0.32292,7.101556,0.52554,16,0.076923,9,0.166667,-10,0.928571,-0.06087,0,-2,0.454545,3.277823,0.05258,1826.041667,0.460023,2.083333,0,456.613757,0.186726,323.867762,0.275837
NO,0.983472,369,0.987801,0,70,0.546875,39,0.147541,58.4,0.39,9.343804,0.647308,30,0.58,28,0.763158,-31,0.138889,0.013587,0.162174,3,0.4,14.470071,0.95144,2029.166667,0.88743,4.166667,0.033333,1392.90429,1,677.697911,1
NO,0.983775,334,0.989328,0.011358,41,0.09375,30,0,35.4,0.006667,3.32265,0.230182,12,0.22,7,0.210526,-8,0.777778,0.015015,0.162402,0,0.28,5.08691,0.334476,1675,0.727955,91.666667,0.733333,306.805556,0.186181,314.445763,0.463991
NO,0.758062,77,0.161713,0,79,0.6875,51,0.344262,66.608696,0.526812,7.954977,0.551094,19,0.36,12,0.342105,-12,0.666667,0.026316,0.164211,-3,0.16,5.119554,0.336622,1770.833333,0.771107,116.666667,0.933333,720.526961,0.496185,341.418726,0.503792
NO,0.983607,474,0.984753,0,67,0.5,56,0.42623,61.25,0.4375,3.455069,0.239356,17,0.32,11,0.315789,-9,0.75,0.006342,0.161015,-7,0,4.874965,0.32054,62.5,0.001876,62.5,0.5,62.5,0.003122,0,0
NO,1,239,0.936847,0,82,0.734375,31,0.016393,57.757576,0.379293,14.43487,1,51,1,37,1,-36,0,0.063025,0.170084,-3,0.16,13.88973,0.913282,2279.166667,1,66.666667,0.533333,587.139918,0.396237,544.971989,0.804152
NO,0,18,0.922458,0.079329,60,0.390625,46,0.262295,53,0.3,4.301163,0.29797,4,0.06,2,0.078947,-12,0.666667,-0.588235,0.065882,2,0.36,3.273042,0.21521,300,0.108818,70.833333,0.566667,121.527778,0.047352,76.069408,0.112247
NO,0.983607,615,1,0,87,0.8125,50,0.327869,68.53125,0.558854,10.582959,0.733152,44,0.86,31,0.842105,-26,0.277778,0,0.16,9,0.64,9.726052,0.63951,1916.666667,0.836773,4.166667,0.033333,262.321429,0.152849,303.960284,0.448519
NO,0.983607,446,0.987752,0.013087,63,0.4375,54,0.393443,58.285714,0.388095,3.238795,0.224373,7,0.12,5,0.157895,-4,0.888889,0.006742,0.161079,-2,0.2,2.224976,0.146297,462.5,0.181989,104.166667,0.833333,174.947917,0.08738,69.097901,0.10196
NO,0.354743,18,0.030244,0,99,1,91,1,95,1,2.061553,0.142818,4,0.06,3,0.105263,-3,0.916667,-0.176471,0.131765,-2,0.2,2.202546,0.144822,137.5,0.035647,33.333333,0.266667,75,0.012488,28.361914,0.04185
YES,0.98364,285,0.890199,0.116687,67,0.5,48,0.295082,57.214286,0.370238,5.570055,0.385875,13,0.24,9,0.263158,-5,0.861111,0.017606,0.162817,0,0.28,2.192266,0.144146,1762.5,0.767355,95.833333,0.766667,362.979616,0.228273,307.27713,0.453413
NO,0.983842,173,0.704337,0,82,0.734375,63,0.540984,74.538462,0.658974,5.678778,0.393407,16,0.3,16,0.447368,-9,0.75,0.02907,0.164651,0,0.28,3.101814,0.203951,1750,0.761726,116.666667,0.933333,309.188034,0.187967,327.910184,0.483859
NO,0.983607,317,0.987802,0.253863,70,0.546875,70,0.655738,70,0.583333,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,316,0.986278,0.254625,69,0.53125,69,0.639344,69,0.566667,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,180,0.984753,0.15247,56,0.328125,56,0.42623,56,0.35,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,94,0.69506,0.376601,64,0.453125,64,0.557377,64,0.483333,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,103,0.693535,0.382446,62,0.421875,62,0.52459,62,0.45,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,41.666667,0.333333,75,0.012488,31.180478,0.046009
NO,0.983607,94,0.690486,0.381175,63,0.4375,63,0.540984,63,0.466667,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,5,0.161415,0.84011,75,0.625,54,0.393443,64.5,0.491667,7.424621,0.514353,2,0.02,21,0.578947,0,1,5.25,1,0,0.28,9.093267,0.597903,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,2,0.021143,0.97962,68,0.515625,67,0.606557,67.5,0.541667,0.353553,0.024493,1,0,-1,0,-1,0.972222,-1,0,-1,0.24,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,613,0.987802,0.478756,42,0.109375,42,0.196721,42,0.116667,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,0,0,62.5,0.003122,44.194174,0.065212
NO,0.983607,74,0.699634,0.356017,38,0.046875,38,0.131148,38,0.05,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,0,0,62.5,0.003122,44.194174,0.065212
NO,0.983607,127,0.696585,0.400234,35,0,35,0.081967,35,0,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,15,0.675239,0.336196,45,0.15625,45,0.245902,45,0.166667,0,0,1,0,0,0.026316,0,1,0,0.16,0,0.28,0,0,125,0.030019,125,1,125,0.049954,0,0
NO,0.983607,22,0.672189,0.34382,49,0.21875,46,0.262295,47.5,0.208333,1.06066,0.073479,2,0.02,3,0.105263,0,1,0.142857,0.182857,0,0.28,0.638877,0.042008,125,0.030019,125,1,125,0.049954,0,0
NO,0.980314,648,0.987772,0,74,0.609375,56,0.42623,67.666667,0.544444,8.259674,0.572203,7,0.12,18,0.5,-18,0.5,0,0.16,18,1,15.208596,1,58.333333,0,58.333333,0.466667,58.333333,0,0,0
NO,0.775824,163,0.954325,0,51,0,28,0,39.388889,0,6.626034,0.104562,21,0.222222,17,0.357143,-12,0.884615,0,0,0,0.75,5.573305,0.015083,1554.166667,0.302994,20.833333,0,467.664931,0.139546,308.519642,0.128877
NO,0,991,1,0.034842,70,0.5,35,0.175,50.133333,0.300871,11.074696,1,63,1,35,1,-35,0,0.012121,0.010845,-27,0,22.72061,1,500,0,104.166667,0.196078,170.138889,0,147.518374,0
NO,1,402,0.954545,0,77,0.684211,39,0.275,60,0.577162,9.219544,0.626591,49,0.740741,33,0.928571,-32,0.115385,0.054863,0.049088,-5,0.611111,10.876637,0.319699,3979.166667,1,120.833333,0.235294,1221.92029,0.493307,1123.41825,0.781179
NO,1,438,0.954545,0,70,0.5,42,0.35,55.083333,0.439484,7.653521,0.311377,36,0.5,19,0.428571,-24,0.423077,0.022883,0.020475,9,1,9.840347,0.260176,1570.833333,0.307784,83.333333,0.147059,549.479167,0.177918,292.061295,0.115702
NO,1,18,0.409233,0,89,1,68,1,75.1,1,6.106554,0,9,0,7,0,-9,1,1.117647,1,7,0.944444,5.789263,0.027487,3979.166667,1,445.833333,1,2302.24359,1,1396.783178,1
YES,0.624176,99,0.953793,0.049215,88,0.973684,63,0.875,74.761905,0.990532,7.308865,0.242004,20,0.203704,15,0.285714,-12,0.884615,0.020408,0.01826,-2,0.694444,5.310712,0,3604.166667,0.892216,125,0.245098,962.198795,0.371492,1107.922362,0.768775
NO,0.991893,254,0.98778,0.018329,46,0,27,0,35.909091,0,5.712101,0.211131,17,0.131579,14,0.291667,-12,0.708333,-0.047431,0,2,0.444444,6.870177,0.457229,1541.666667,0.402576,108.333333,0.657895,798.511905,0.636225,501.841699,0.51873
NO,0.986979,801,1,0.012265,51,0.172414,35,0.242424,42,0.193418,5.338539,0.116047,18,0.157895,16,0.375,-16,0.541667,0.015,1,0,0.222222,11.340184,1,500,0,104.166667,0.631579,148.148148,0,124.398415,0
NO,1,824,0.987804,0,75,1,39,0.363636,58,0.701501,8.811356,1,50,1,31,1,-29,0,0.014581,0.993285,7,1,11.127878,0.974221,3087.5,1,83.333333,0.5,1170.37037,1,852.02798,1
NO,1,6318,0.986589,0.013428,67,0.724138,41,0.424242,54.235294,0.581952,7.915208,0.771899,35,0.605263,16,0.375,-23,0.25,0.003799,0.82059,7,1,8.870214,0.700084,1229.166667,0.281804,4.166667,0,269.444444,0.118659,207.968199,0.114852
YES,0,73,0.952384,0.058131,75,1,60,1,67.4,1,4.882622,0,12,0,7,0,-5,1,0,0.759734,-2,0,3.104656,0,1662.5,0.449275,162.5,1,749.166667,0.587953,471.687279,0.477288
NO,0.546185,147,0.944079,0.062096,51,0,22,0,37.230769,0,8.134956,0.634769,22,0.25,18,0.529412,-13,0.833333,0,0.954257,-7,0,7.643602,0.598756,666.666667,0.045977,104.166667,1,401.099537,0.417873,129.090093,0
NO,0,302,1,0.042276,51,0,35,0.309524,42,0.13946,5.338539,0.163221,19,0.15625,16,0.411765,-16,0.666667,0.003322,1,0,0.583333,8.657184,0.73808,500,0,104.166667,1,170.138889,0,147.518374,0.032611
NO,1,304,0.944444,0,74,0.821429,36,0.333333,55.612903,0.537524,10.300884,1,46,1,26,1,-28,0,-0.069307,0,5,1,10.562644,1,4125,1,66.666667,0.5,722.844828,1,694.18794,1
YES,0.759036,140,0.950639,0.052323,79,1,64,1,71.428571,1,4.370588,0,14,0,9,0,-10,1,-0.064748,0.062767,2,0.75,3.287667,0,2808.333333,0.636782,29.166667,0,435.099638,0.479388,572.526789,0.784708
NO,0.011208,162,0.952966,0.058743,50,0,22,0,36.25,0,7.671647,0.47866,29,0.322581,20,0.5,-19,0.6,-0.031056,0.550079,5,1,7.811778,0.466535,1045.833333,0.16478,45.833333,0,499.438202,0.636984,280.195913,0.388032
NO,0,361,1,0.035308,51,0.04,35,0.333333,42,0.179364,5.338539,0.127007,21,0.064516,16,0.333333,-16,0.75,0.002778,0.892552,0,0.583333,6.78581,0.342263,500,0,104.166667,0.933333,170.138889,0,147.518374,0
NO,0.026727,364,0.953488,0,72,0.88,34,0.307692,54.71875,0.57611,11.130573,1,50,1,32,1,-31,0,-0.085399,0,-7,0,12.215958,1,1841.666667,0.405031,66.666667,0.333333,687.104885,1,464.233503,0.926272
YES,1,225,0.96778,0,75,1,61,1,68.307692,1,4.495889,0,19,0,8,0,-11,1,0.013393,1,2,0.75,3.960159,0,3812.5,1,108.333333,1,485.178117,0.6094,489.442765,1
NO,0,144,0.947319,0,51,0,29,0,38.833333,0,5.927806,0.018405,21,0.235294,12,0,-12,1,0.090909,1,0,1,5.23291,0,554.166667,0.032911,4.166667,0,445.265152,0.375572,129.790134,0
NO,0.235294,236,1,0.039502,51,0,35,0.6,42,0.168684,5.848077,0,13,0,16,0.181818,-16,0.8,0.004255,0.306502,0,1,8.756516,0.482648,500,0,104.166667,1,170.138889,0,147.518374,0.033092
NO,1,236,0.947368,0,75,1,39,1,57.606061,1,10.180014,1,47,1,34,1,-32,0,-0.034043,0,-5,0,12.533483,1,2145.833333,1,62.5,0.583333,902.690972,1,665.518483,1
NO,0.99455,232,0.982126,0.020928,48,0,29,0,39.214286,0,5.226014,0.110368,16,0.117647,13,0.2,-12,1,-0.051948,0,-7,0,5.584989,0.41629,1029.166667,0.05098,150,1,629.166667,0.363976,336.602558,0.211618
NO,1,696,0.982128,0,70,0.709677,50,0.636364,60.058824,0.646538,6.197443,1,25,0.647059,12,0,-16,0,0.017266,0.986167,3,0.625,7.979271,1,1712.5,0.694118,83.333333,0.157895,638.636364,0.432153,450.496327,0.552696
NO,0.963669,659,0.982096,0,70,0.709677,50,0.636364,60.058824,0.646538,6.197443,1,25,0.647059,12,0,-16,0,0.018237,1,3,0.625,7.765932,0.947989,975,0,150,1,578.611111,0,282.264597,0.048891
NO,0.981835,547,0.982121,0,70,0.709677,50,0.636364,60.625,0.664099,5.946375,0.770072,31,1,17,1,-15,0.25,-0.007326,0.635776,9,1,7.222773,0.815571,1141.666667,0.156863,125,0.684211,695.959596,0.844854,265.938646,0
YES,0,318,0.981716,0,79,1,62,1,71.454545,1,5.105499,0,14,0,12,0,-12,1,-0.012618,0.560372,-2,0.3125,3.87744,0,2037.5,1,70.833333,0,717.509107,1,599.861278,1
NO,1,310,0.986302,0.016894,44,0,33,0,38.272727,0,3.518546,0,16,0,11,0,-11,1,0,0.739236,-2,0,4.723418,0.154603,3954.166667,0.22043,445.833333,1,1355.681818,1,997.831096,1
NO,0.988235,456,0.984793,0.016897,69,0.625,49,0.444444,58.5,0.535131,4.959559,0.173011,30,0.341463,17,0.25,-14,0.888889,0.006593,1,3,1,6.770813,0.426259,3891.666667,0.139785,229.166667,0.5,753.618421,0.125063,805.872753,0
NO,0.961765,429,0.986477,0,79,0.875,38,0.138889,59.242424,0.554773,11.847594,1,57,1,35,1,-38,0,-0.018692,0,0,0.4,11.094944,1,3783.333333,0,208.333333,0.451923,790.757576,0.179035,814.183257,0.043293
YES,0,585,0.986102,0,84,1,69,1,76.071429,1,4.68225,0.139716,21,0.121951,12,0.041667,-12,0.962963,-0.006849,0.468352,-2,0,3.558218,0,4558.333333,1,12.5,0,667.559524,0,820.89021,0.078233
YES,?,283,0.913025,0.089391,73,0.6875,57,0.820513,64.875,0.774991,5.325352,0.145132,13,0.146341,14,0.185185,-7,0.911111,-0.031915,0.763275,0,0.5,3.075131,0.017397,2148.4375,0.262968,31.25,0.010512,270.301496,0.042118,268.129714,0.099351
NO,?,144,0.797101,0.213504,69,0.604167,56,0.794872,62,0.704649,4.208834,0.054165,13,0.146341,12,0.111111,-5,0.955556,0,0.77937,0,0.5,2.732861,0.001606,1289.0625,0.154629,49.479167,0.019711,264.939693,0.041219,226.379035,0.082673
NO,?,342,0.783194,0,88,1,40,0.384615,63.807692,0.748877,13.85646,0.840189,48,1,36,1,-48,0,0,0.77937,-3,0.375,18.482456,0.728217,1632.8125,0.197965,54.6875,0.022339,393.981934,0.062855,343.526309,0.129468
NO,?,1583,0.972826,0.028929,75,0.729167,40,0.384615,58.722222,0.624451,9.97667,0.52409,21,0.341463,12,0.111111,-19,0.644444,0.012642,0.785745,0,0.5,5.586338,0.133252,992.1875,0.117203,20.833333,0.005256,221.621885,0.033957,213.64847,0.077588
NO,?,123,0.797101,0,63,0.479167,40,0.384615,49.416667,0.396773,6.812468,0.266292,17,0.243902,19,0.37037,-16,0.711111,-0.057377,0.750434,0,0.5,6.174112,0.160369,1971.354167,0.240643,169.270833,0.080158,646.990741,0.105276,627.566479,0.242927
NO,?,127,0.949256,0,69,0.604167,40,0.384615,56,0.557847,7.958224,0.35964,21,0.341463,16,0.259259,-28,0.444444,0.166667,0.863419,12,1,9.813135,0.328256,2565.104167,0.315496,117.1875,0.053876,712.772254,0.116306,637.111524,0.24674
NO,?,49,0.717391,0.283439,83,0.895833,47,0.564103,65,0.77805,8.812869,0.429271,17,0.243902,11,0.074074,-28,0.444444,0.4375,1,8,0.833333,7.915981,0.24073,578.125,0.065003,59.895833,0.024967,186.25,0.028026,140.829558,0.048501
NO,?,50,0.570652,0.432141,68,0.583333,56,0.794872,62.428571,0.715135,3.811904,0.021826,7,0,9,0,-3,1,-0.163265,0.697035,-2,0.416667,2.698049,0,265.625,0.025607,44.270833,0.017083,116.443452,0.016322,57.405094,0.015177
NO,?,48,0.949294,0,62,0.458333,52,0.692308,58.2,0.611674,3.544009,0,7,0,9,0,-5,0.955556,-0.148936,0.704261,-5,0.291667,5.073832,0.109607,492.1875,0.054169,117.1875,0.053876,327.083333,0.051639,96.657742,0.030856
NO,?,198,0.389493,0,83,0.895833,64,1,74.071429,1,5.650086,0.171589,22,0.365854,12,0.111111,-12,0.8,-0.060914,0.748651,0,0.5,5.919626,0.148628,1992.1875,0.24327,54.6875,0.022339,281.25,0.043954,399.780526,0.151939
NO,?,44,0.630416,0,83,0.895833,40,0.384615,55.882353,0.554968,11.910857,0.681674,23,0.390244,31,0.814815,-22,0.577778,0.372093,0.967015,-12,0,12.473271,0.450982,7994.791667,1,242.1875,0.116951,3274.003623,0.545737,2066.524976,0.817718
NO,?,12,0.942029,0,88,1,40,0.384615,67.5,0.839217,15.817975,1,8,0.02439,36,1,-48,0,-1.545455,0,7,0.791667,24.373472,1,2075.520833,0.253775,203.125,0.09724,1533.110119,0.253849,830.148437,0.323849
NO,?,15,0.855054,0,64,0.5,40,0.384615,56.2,0.56274,8.423776,0.397571,11,0.097561,19,0.37037,-24,0.533333,0,0.77937,5,0.708333,11.532563,0.407582,7989.583333,0.999343,1992.1875,1,5983.333333,1,2522.858067,1
NO,?,132,0.940217,0.076332,40,0,25,0,33.2,0,4.4,0.06974,12,0.121951,9,0,-7,0.911111,0,0.77937,0,0.5,3.953933,0.05794,4242.1875,0.526921,93.75,0.04205,746.516047,0.121963,913.289694,0.357059
NO,?,1080,0.985507,0.016304,57,0.354167,35,0.25641,46.363636,0.322074,7.21454,0.29905,33,0.634146,22,0.481481,-22,0.577778,-0.001854,0.778435,0,0.5,10.975581,0.381886,62.5,0,10.416667,0,19.097222,0,19.410312,0
NO,0.994994,1780,0.983904,0,64,0.45,45,0.511628,54.857143,0.461763,5.51436,0.433139,26,0.543478,15,0.416667,-15,0.558824,0.004497,0.95757,0,0.705882,5.849718,0.389049,343.75,0.093931,23.4375,0.011158,156.935307,0.076419,69.971846,0.05506
NO,1,816,0.983943,0.020154,40,0.05,23,0,32.285714,0,5.337583,0.419253,9,0.173913,12,0.333333,-12,0.647059,0,0.943627,0,0.705882,6.255108,0.41601,1119.791667,0.309249,104.166667,0.054393,188.865291,0.0925,101.668987,0.080002
NO,0.976459,49,0.878798,0.13232,52,0.25,40,0.395349,46,0.280565,3.041381,0.238893,5,0.086957,12,0.333333,-7,0.794118,0,0.943627,0,0.705882,3.785939,0.251792,2031.25,0.562139,119.791667,0.062762,476.632883,0.237437,553.62909,0.435642
YES,0.994006,386,0.928481,0.07156,73,0.6,57,0.790698,66.777778,0.705634,4.613453,0.362375,15,0.304348,14,0.388889,-7,0.794118,0.018182,1,0,0.705882,2.665251,0.177259,671.875,0.184971,2.604167,0,257.618802,0.127129,125.233907,0.098545
NO,0.783411,32,0.981433,0.033194,71,0.566667,54,0.72093,63.666667,0.641987,5.676462,0.445871,9,0.173913,12,0.333333,-10,0.705882,-0.225806,0.243517,5,1,4.455585,0.296329,3442.708333,0.953757,187.5,0.099024,1580.866228,0.793594,1270.835994,1
NO,0.693467,24,0.612974,0.38956,52,0.25,40,0.395349,47.8,0.317389,4.261455,0.334726,7,0.130435,7,0.194444,-12,0.647059,-0.304348,0,0,0.705882,4.287847,0.285173,3609.375,1,432.291667,0.230126,1047.395833,0.524907,936.149056,0.73664
NO,0.996919,332,0.991956,0.012066,78,0.683333,54,0.72093,66,0.689722,5.276562,0.41446,17,0.347826,15,0.416667,-9,0.735294,-0.021148,0.878058,0,0.705882,2.704395,0.179862,3119.791667,0.864162,26.041667,0.012552,348.002676,0.172651,385.976846,0.303719
NO,0.68111,201,0.735564,0.264697,95,0.966667,54,0.72093,74.090909,0.855245,12.731168,1,16,0.326087,36,1,-24,0.294118,0,0.943627,-12,0,15.035957,1,281.25,0.07659,10.416667,0.004184,79.545455,0.037441,79.520085,0.062573
NO,0.683454,42,0.739851,0.270129,37,0,30,0.162791,34,0.035071,2.94392,0.231237,6,0.108696,7,0.194444,-5,0.852941,0,0.943627,-5,0.411765,4.574585,0.304243,2020.833333,0.559249,1869.791667,1,1990.679825,1,42.534109,0.033469
NO,0.992834,1195,0.987903,0.012118,69,0.533333,31,0.186047,45.375,0.267779,8.901369,0.699179,47,1,34,0.944444,-34,0,0.00335,0.954014,0,0.705882,10.840475,0.72097,5.208333,0,5.208333,0.001395,5.208333,0,0,0
NO,0.679637,62,0.730295,0.269914,97,1,66,1,81.166667,1,7.470312,0.586773,16,0.326087,16,0.444444,-21,0.382353,0,0.943627,0,0.705882,7.089591,0.471509,229.166667,0.062139,41.666667,0.020921,98.731884,0.047104,54.700509,0.043043
NO,0,3,0.008738,0.999833,57,0.333333,57,0.790698,57,0.505602,0,0,1,0,0,0,0,1,0,0.943627,0,0.705882,0,0,343.75,0.093931,197.916667,0.104603,267.361111,0.132036,59.73837,0.047007
NO,0,1034,0.983471,0.028323,51,0.052632,39,0.28,45.428571,0.06924,3.811904,0.086187,12,0.230769,12,0.127273,-12,0.842105,0.001936,0.536581,0,0.5,1.385164,0,333.333333,0,20.833333,0.043478,119.971264,0,75.741697,0
NO,0,557,0.983471,0.045282,87,1,25,0,47.714286,0.126542,22.441761,1,26,0.589744,60,1,-60,0,0.003597,0.559369,0,0.5,26.160476,1,1020.833333,0.09116,41.666667,0.086957,488.614341,0.131766,295.903901,0.149992
YES,1,390,0.919057,0,87,1,75,1,82.555556,1,3.435472,0.067723,13,0.25641,7,0.036364,-7,0.929825,0.012853,0.686361,0,0.5,1.956425,0.023058,2041.666667,0.226519,20.833333,0.043478,406.089744,0.102269,413.56414,0.230152
NO,0,1034,0.983471,0.028323,51,0.052632,39,0.28,45.428571,0.06924,3.811904,0.086187,12,0.230769,12,0.127273,-12,0.842105,0.001936,0.536581,0,0.5,1.390744,0.000225,333.333333,0,20.833333,0.043478,119.971264,0,75.741697,0
NO,0,360,0.983471,0,87,1,53,0.56,69,0.660167,7.231298,0.253912,42,1,31,0.472727,-29,0.54386,-0.030641,0.089644,7,1,9.953466,0.34584,7875,1,270.833333,0.565217,2917.674731,1,1543.565506,1
NO,0,270,0.983471,0,87,1,53,0.56,69.272727,0.667004,9.131274,0.347108,37,0.871795,31,0.472727,-29,0.54386,-0.037175,0,-7,0,8.483886,0.286524,7875,1,270.833333,0.565217,2917.674731,1,1543.565506,1
NO,0,57,0.731405,0,68,0.5,63,0.76,65.333333,0.568245,2.054805,0,3,0,5,0,-3,1,0.035714,1,5,0.857143,3.580524,0.088611,1958.333333,0.21547,479.166667,1,1025,0.32349,615.586516,0.367786
NO,0.627604,1016,0.991778,0.01199,49,0,35,0.2,42.666667,0,4.784233,0.133881,26,0.589744,13,0.145455,-14,0.807018,0.004926,0.577602,4,0.785714,5.270325,0.156816,1041.666667,0.093923,0,0,378.240741,0.092315,240.360276,0.112151
NO,0,1699,0.983333,0,67,0.707317,36,0.243902,52.526316,0.497622,9.377287,1,49,1,28,0.956522,-28,0,-0.001767,0.141964,5,1,9.27022,0.49525,541.666667,0,41.666667,0.25,264.155983,0,143.312057,0
NO,0,357,0.952604,0.04783,38,0,26,0,31.875,0,3.854786,0.01462,18,0.225,12,0.26087,-12,0.666667,0.002809,0.182817,5,1,4.657059,0.15868,979.166667,0.076923,83.333333,0.75,490.885417,0.393723,255.328991,0.083736
YES,1,284,0.917355,0.087724,77,0.95122,64,0.926829,70.222222,0.924029,4.07643,0.054168,12,0.075,8,0.086957,-9,0.791667,-0.017668,0,0,0.8,2.483096,0.000071,1250,0.124542,41.666667,0.25,391.757246,0.221584,339.881881,0.146942
NO,0,1699,0.983333,0,67,0.707317,36,0.243902,52.526316,0.497622,9.377287,1,49,1,29,1,-28,0,-0.009423,0.073611,3,0.92,9.296574,0.497173,541.666667,0,41.666667,0.25,264.155983,0,143.312057,0
NO,0,54,0.710417,0.290278,77,0.95122,64,0.926829,70.555556,0.932062,4.449997,0.120824,9,0,6,0,-4,1,0.09434,1,2,0.88,2.482118,0,791.666667,0.043956,104.166667,1,282.407407,0.031694,193.228118,0.037314
NO,0,152,0.716667,0,79,1,67,1,73.375,1,3.772847,0,19,0.25,10,0.173913,-10,0.75,0.033113,0.453366,-3,0.68,4.951978,0.180197,812.5,0.047619,41.666667,0.25,286.706349,0.039159,252.70566,0.081775
NO,0.627604,1001,0.99171,0.01209,54,0.390244,34,0.195122,41.8,0.239157,8.13388,0.778139,14,0.125,20,0.608696,-20,0.333333,0.017,0.309514,-20,0,16.188536,1,6229.166667,1,20.833333,0,840.015723,1,1481.049347,1
NO,0.659607,504,0.983602,0.028595,48,0.169811,28,0,38.428571,0,5.407855,0.321984,16,0.319149,9,0.18,-8,0.851852,0.001988,0.075043,0,0.75,3.752533,0.177345,1008.333333,0.045027,37.5,0.028271,392.05298,0.061812,257.568632,0.060995
NO,0.668488,2386,1,0.012296,92,1,35,0.205882,49.357143,0.380597,16.795438,1,48,1,50,1,-54,0,0.003354,0.078218,0,0.75,21.159532,1,500,0,62.5,0.047658,148.4375,0,133.576235,0
NO,0.671904,878,0.983607,0,77,0.716981,41,0.382353,59.434783,0.73156,10.404122,0.619461,35,0.723404,24,0.48,-28,0.481481,0.005701,0.083672,4,1,6.891153,0.325676,3166.666667,0.236206,29.166667,0.021809,662.335958,0.13039,605.129991,0.231968
